,_id,author,sentiment,time,tweet,url,a_id,title,date_written,org,t_id,candidates
155,687486987641552896,518663799,Neutral,2016-01-14 00:00:00,Trump hints he'll take up Cruz citizenship issue in debate: Ted Cruz responded directly to Republican presiden... https://t.co/VyYsV4n3Ll,http://www.cnn.com/2016/01/13/politics/ted-cruz-donald-trump-citizenship-iowa-questions/index.html,fb549c013154819f26c431c6468c5516,Cruz: Trump is worried because he's losing in Iowa,2016-01-14 02:19:46,cnn,687486987641552896,00001
265,692895230291419136,32498028,Negative,2016-01-29 00:00:00,"Almost enough to make me change my mind: Donald Trump Is Shocking, Vulgar and Right https://t.co/MvxELy17fD",http://www.politico.com/magazine/story/2016/01/donald-trump-is-shocking-vulgar-and-right-213572,339db5412fefec232c1ee0f075dd9b78,"Donald Trump Is Shocking, Vulgar and Right",2016-01-28 22:31:53,politico,692895230291419136,00001
273,704722893028986881,518663799,Positive,2016-03-01 00:00:00,Candidates gear up for Super Tuesday: Super Tuesday is likely to live up to its billing for Donald Trump. https://t.co/Ujl7ANAqXh,http://www.cnn.com/2016/02/29/politics/super-tuesday-republicans-democrats-vote/index.html,d4150e3ae06339dc32d19d7239fc6652,Candidates gear up for Super Tuesday,2016-02-29 10:56:48,cnn,704722893028986881,00001
274,704722893028986881,518663799,Positive,2016-03-01 00:00:00,Candidates gear up for Super Tuesday: Super Tuesday is likely to live up to its billing for Donald Trump. https://t.co/Ujl7ANAqXh,http://www.cnn.com/2016/02/29/politics/super-tuesday-republicans-democrats-vote/index.html,d4150e3ae06339dc32d19d7239fc6652,Candidates gear up for Super Tuesday,2016-02-29 10:56:48,cnn,704722893028986881,00001
288,691631463435886592,23812877,Neutral,2016-01-25 00:00:00,Rumsfeld: George H.W. Bush did son Jeb a disservice with biography: Donald Rumsfeld believes George H.W. Bush ... https://t.co/U39Z5Ku2tk,http://www.politico.com/story/2016/01/donald-rumsfeld-jeb-george-h-w-bush-218177,387e8c94594bb78f5f90c30a32a0edad,Rumsfeld: George H.W. Bush did son Jeb a disservice with biography,2016-01-25 13:26:17,politico,691631463435886592,00001
349,686050005359042562,23812877,Neutral,2016-01-10 00:00:00,"El Chapo, Sean Penn, and the conversation about Donald Trump: Mexican drug lord El Chapo, in the months before... https://t.co/Jx38KaxBEc",http://www.politico.com/story/2016/01/trump-el-chapo-217543,6512a2afb7a6199452ff82b5b879e6db,"El Chapo, Sean Penn, and the conversation about Donald Trump",2016-01-10 03:47:29,politico,686050005359042562,00001
352,696852085099245568,518663799,Neutral,2016-02-09 00:00:00,"Hillary Clinton on shakeup rumors: 'We're going to take stock': Hillary Clinton, facing a a tougher than antic... https://t.co/eiaJeUbRVr",http://www.cnn.com/2016/02/08/politics/clinton-shakeup-rumors-take-stock/index.html,86bef54ba0e2d3bb792fd3a6a88a4dc4,Clinton on rumors: We'll take stock,2016-02-09 00:07:08,cnn,696852085099245568,00001
376,688466979712192512,23812877,Neutral,2016-01-16 00:00:00,"Ted Cruz taunts Donald Trump over his slipping lead and Twitter habits: MYRTLE BEACH, S.C.—Hours before Ted Cr... https://t.co/mzTqgr69sy",http://www.politico.com/story/2016/01/ted-cruz-donald-trump-twitter-217877,4136d041fad722425d7a2b74b69fc223,Ted Cruz taunts Donald Trump over his slipping lead and Twitter habits,2016-01-16 18:36:48,politico,688466979712192512,00001
412,696463506430828544,518663799,Negative,2016-02-07 00:00:00,"Bush, allies: Rubio's abortion position would give Dems fodder: Jeb Bush and his political allies are warning ... https://t.co/Ju9EraAFLm",http://www.cnn.com/2016/02/06/politics/marco-rubio-abortion-jeb-bush-new-hampshire/index.html,8690bd08dcbf6cefdac7b9a81b679473,"Bush, allies: Rubio's abortion position would give Dems fodder",2016-02-06 21:41:11,cnn,696463506430828544,00001
434,683764016766816256,518663799,Negative,2016-01-03 00:00:00,GOP NH lawmaker heckles Hillary Clinton over Bill Clinton's sex scandals: Hillary Clinton bluntly addressed a ... https://t.co/Zxdn2YO7C1,http://www.cnn.com/2016/01/03/politics/hillary-clinton-heckled-over-bill-clinton-sex-scandals/index.html,30b1a8f0dcde336540075099c2c5ce20,Hillary Clinton heckled over Bill Clinton's sex scandals,2016-01-04 14:01:59,cnn,683764016766816256,00001
463,690708357993275392,23812877,Neutral,2016-01-23 00:00:00,Trump's shadow looms over N.H. conclave: He may not be participating in Saturday's eight-candidate town hall m... https://t.co/aSm8ScsuL0,http://www.politico.com/story/2016/01/donald-trump-new-hampshire-gop-feud-218134,70c8072fb9963fb87760d432c8c025da,Trump's shadow looms over N.H. conclave,2016-01-23 00:28:30,politico,690708357993275392,00001
520,692721081497423873,59637228,Neutral,2016-01-28 00:00:00,Cruz donors: We'll give $1.5 million to vets if Trump debates https://t.co/VlNUtE5G5K,http://www.politico.com/story/2016/01/ted-cruz-debate-trump-veterans-218314,dcd4ca65f904cc090eeeef7429fb04c2,Cruz super PACs: We'll give $1.5 million to vets if Trump debates,2016-01-28 02:46:22,politico,692721081497423873,00001
543,684588202250735616,518663799,Positive,2016-01-06 00:00:00,"Why experts say Cruz is eligible for the presidency: In the eyes of constitutional scholars, Donald Trump is w... https://t.co/5Bqo5uU8Ft",http://www.cnn.com/2016/01/05/politics/ted-cruz-donald-trump-constitutional-natural-born/index.html,1a2e5057c5ab4eacb3e022652250e010,Why experts say Cruz is eligible for the presidency,2016-01-06 00:21:20,cnn,684588202250735616,00001
594,687440312122228737,23812877,Positive,2016-01-14 00:00:00,Nikki Haley's speech divides the Republican field: Nikki Haley was not shy about calling out her party to step... https://t.co/A43H39acyM,http://www.politico.com/story/2016/01/nikki-haley-state-of-the-union-response-217740,3d15fe29ff44ee2daec1c553b7864041,Nikki Haley's speech divides the Republican field,2016-01-14 00:04:56,politico,687440312122228737,00001
666,688026215911915522,23812877,Positive,2016-01-15 00:00:00,Lindsey Graham endorses Jeb Bush for president: The South Carolina senator's support is a major get for Bush's... https://t.co/SekbWdPEx4,http://www.politico.com/story/2016/01/lindsey-graham-to-endorse-jeb-bush-for-president-217838,acc730a79c7c2a4c4cf30f673e801868,Lindsey Graham to endorse Jeb Bush for president,2016-01-15 12:55:27,politico,688026215911915522,00001
762,709073391890726912,518663799,Negative,2016-03-13 00:00:00,"Trump: I 'should get credit, not be scorned' for tone of events: Donald Trump is pinning the blame for escalat... https://t.co/urPnHH4kPF",http://www.cnn.com/2016/03/13/politics/donald-trump-event-violence/index.html,a879437ccdfcdd7776e1682ca150e57a,"Trump says violence at his rallies not his fault, but Sanders'",2016-03-13 15:25:00,cnn,709073391890726912,00001
771,685173091857633280,518663799,Positive,2016-01-07 00:00:00,Bush: It's 'jump ball' for second in New Hampshire: Jeb Bush is managing expectations for his struggling campa... https://t.co/NMn3SwZQCR,http://www.cnn.com/2016/01/07/politics/jeb-bush-donald-trump-new-hampshire/index.html,c788ad72fa3b3fe0575e3bece610e03c,Bush: It's 'jump ball' for second in New Hampshire,2016-01-07 11:36:02,cnn,685173091857633280,00001
868,720210432007364609,518663799,Neutral,2016-04-13 00:00:00,Clinton White House eyed Trump's White House aspirations: Aides to Bill Clinton prepped the then-president on ... https://t.co/lF6DKpQI0F,http://www.cnn.com/2016/04/12/politics/donald-trump-bill-clinton-library-documents/index.html,4cb3b13fd44ca77e54c26de8fbc442e5,"Clinton White House mulled Trump question, docs show",2016-04-12 17:28:59,cnn,720210432007364609,00001
871,684943522164654080,23812877,Positive,2016-01-07 00:00:00,Trump accuses Cruz of supporting 'amnesty': Donald Trump opened a new front in his incipient war on Ted Cruz l... https://t.co/nssuQ272rV,http://www.politico.com/story/2016/01/donald-trump-ted-cruz-amnesty-immigration-217433,cfa7526d738f00b7c5ee1c1369d59ab7,Trump accuses Cruz of supporting 'amnesty',2016-01-07 02:43:58,politico,684943522164654080,00001
1074,692849775444557824,23812877,Negative,2016-01-28 00:00:00,Saudi prince mocks Trump on Twitter: Saudi Prince Alwaleed Bin Talal mocked Donald Trump's retweet of a digita... https://t.co/o7iqqV6VNC,http://www.politico.com/story/2016/01/donald-trump-saudi-prince-twitter-218355,df27f3695108e06f81c0a1b2009db561,Saudi prince mocks Trump on Twitter,2016-01-28 22:07:45,politico,692849775444557824,00001
1088,714933199227326464,518663799,Positive,2016-03-29 00:00:00,"Why Latinos and Muslim Americans should support Trump: I'm Muslim American, and yet I now find myself rooting ... https://t.co/h6JXJ3vjSs",http://www.cnn.com/2016/03/28/opinions/latino-muslim-support-trump-opinion-obeidallah/index.html,fb7683a7e2f69f548fa14cb3efc28b08,Why Muslim Americans and Latinos should support Trump (Opinion),2016-03-28 21:54:43,cnn,714933199227326464,00001
1094,686771430810370049,1337701542,Positive,2016-01-12 00:00:00,2016 election: Former head of pro-Carson super PAC now supporting Cruz - https://t.co/VJzrJn6DLw,http://www.politico.com/story/2016/01/sam-pimm-ted-cruz-217567,6fd70f178a3a388b694a11df7d17fd7d,Former head of pro-Carson super PAC now supporting Cruz,2016-01-11 15:22:55,politico,686771430810370049,00001
1098,689214616388276225,23812877,Positive,2016-01-18 00:00:00,"Cruz mocks Trump for donations to Democrats: WASHINGTON, N.H. — Ted Cruz on Monday added fresh fuel to his riv... https://t.co/2wKlQlLIIT",http://www.politico.com/story/2016/01/ted-cruz-donald-trump-ronald-reagan-217944,f681ec4887e16c4eed3e4c9a67091125,Cruz mocks Trump for donations to Democrats,2016-01-18 22:05:42,politico,689214616388276225,00001
1134,685304180567707648,518663799,Positive,2016-01-08 00:00:00,Florida Gov. Rick Scott praises Trump in op-ed: Florida Gov. Rick Scott praised Donald Trump in an op-ed publi... https://t.co/nVLIyWi5Lz,http://www.cnn.com/2016/01/07/politics/florida-donald-trump-rick-scott-op-ed/index.html,98bb1af25aea2b17630febdf73b74313,Florida Gov. Rick Scott praises Donald Trump in op-ed,2016-01-07 13:48:13,cnn,685304180567707648,00001
1142,693820535755550721,23812877,Positive,2016-01-31 00:00:00,Trump hopes for reversal on same-sex-marriage: Republican presidential candidate Donald Trump said Sunday that... https://t.co/9JVjj0dTo7,http://www.politico.com/story/2016/01/donald-trump-iowa-caucuses-marriage-218471,cb594e26b374adbae44f9ab310275c60,Trump hopes for reversal on same-sex-marriage,2016-01-31 14:55:39,politico,693820535755550721,00001
1278,704912746555506688,518663799,Positive,2016-03-02 00:00:00,6 takeaways from Super Tuesday: Donald Trump and Hillary Clinton didn't win their parties' nominations on Supe... https://t.co/OAAtqM7RxA,http://www.cnn.com/2016/03/02/politics/super-tuesday-results-recap/index.html,4d89615f9a9f068354c6c09805904c49,6 takeaways from Super Tuesday,2016-03-02 06:06:47,cnn,704912746555506688,00001
1420,687225702966374400,23812877,Negative,2016-01-13 00:00:00,Pollster: Cruz would hurt Republican House hopefuls most: Paul Ryan and other leaders were told the Texas sena... https://t.co/XdzNaEsFR5,http://www.politico.com/story/2016/01/gop-pollster-tells-leadership-cruz-is-bad-for-them-217653,1aca1076d883a786395300a56bd3a701,Pollster: Cruz would hurt Republican House hopefuls most,2016-01-13 10:11:18,politico,687225702966374400,00001
1528,690609104050466816,518663799,Neutral,2016-01-22 00:00:00,Carson's former campaign manager advising Trump: Ben Carson's former campaign manager is now informally advisi... https://t.co/WfLCft4jCn,http://www.cnn.com/2016/01/22/politics/ben-carson-donald-trump-former-campaign-manager/index.html,66ecb626ec6672a2ef00e5bddd90054d,Carson's former campaign manager advising Trump,2016-01-22 18:27:27,cnn,690609104050466816,00001
1532,693166971978797056,23812877,Negative,2016-01-29 00:00:00,Trump kicks Cruz while he's down: The Republican poll leader revels in Cruz getting 'pummeled' at the Fox debate. https://t.co/2Sdilu0DNu,http://www.politico.com/story/2016/01/trump-ted-cruz-iowa-218410,30f6910d725ede579b731a1bf00066dc,Trump kicks Cruz while he's down,2016-01-29 18:39:47,politico,693166971978797056,00001
1695,684561881713913860,23812877,Neutral,2016-01-06 00:00:00,"Donald Trump's free media bonanza: On Monday, the billionaire businessman milked the networks for thousands of... https://t.co/2e2jOEZbYu",http://www.politico.com/story/2016/01/donald-trump-free-tv-ad-217387,6e0065cbbcb35cd6bc835bb529fa071e,Donald Trump's free media bonanza,2016-01-06 00:59:41,politico,684561881713913860,00001
1697,690008492065886209,23812877,Neutral,2016-01-21 00:00:00,Iowa poll: Trump regains lost ground against Cruz: Ted Cruz and Donald Trump are neck-and-neck among likely Re... https://t.co/mfTZVAPSmp,http://www.politico.com/story/2016/01/poll-iowa-gop-trump-ted-cruz-217700,6b478f603a5f17565d8adddeeaff6e3e,Iowa poll: Trump regains lost ground against Cruz,2016-01-13 11:18:45,politico,690008492065886209,00001
1702,693187524982747136,904066344,Negative,2016-01-29 00:00:00,"Donald Trump Is Shocking, Vulgar and Right https://t.co/gZDkusAxPb",http://www.politico.com/magazine/story/2016/01/donald-trump-is-shocking-vulgar-and-right-213572,339db5412fefec232c1ee0f075dd9b78,"Donald Trump Is Shocking, Vulgar and Right",2016-01-28 22:31:53,politico,693187524982747136,00001
1763,712790006536937476,518663799,Negative,2016-03-23 00:00:00,Trump flouts political convention in response to Brussels attacks: Donald Trump spoke on four TV news shows Tu... https://t.co/pP7KHNiRjW,http://www.cnn.com/2016/03/22/politics/donald-trump-reaction-brussels-terrorist-attacks/index.html,0e58dbe811c327d4d0007e00495cddc9,Trump flouts political convention in response to Brussels attacks,2016-03-22 20:10:21,cnn,712790006536937476,00001
1893,692351379008942084,518663799,Neutral,2016-01-27 00:00:00,Iowans react to Trump debate decision: Donald Trump's campaign declared Tuesday that the Republican presidenti... https://t.co/I1cnwuutyY,http://www.cnn.com/2016/01/26/politics/donald-trump-gop-debate-iowa/index.html,896c9803e33ce8c9e6a003bca944899b,Iowans react to Trump debate decision,2016-01-27 03:54:15,cnn,692351379008942084,00001
2157,689560730606022656,23812877,Neutral,2016-01-19 00:00:00,"Ted Cruz says Iowa governor is part of 'Washington cartel': CENTER BARNSTEAD, N.H. — Ted Cruz on Tuesday sough... https://t.co/ZwNqIsLTqe",http://www.politico.com/story/2016/01/ted-cruz-terry-branstad-iowa-217984,80a252525be0545e22027056693192fd,"Cruz hits back against Branstad, labels Iowa governor part of ‘Washington cartel’",2016-01-19 21:25:20,politico,689560730606022656,00001
2313,692849778137309184,23812877,Positive,2016-01-28 00:00:00,"Donald Trump Is Shocking, Vulgar and Right: And, my dear fellow Republicans, he's all your fault. https://t.co/JEUkWfGwQq",http://www.politico.com/magazine/story/2016/01/donald-trump-is-shocking-vulgar-and-right-213572,339db5412fefec232c1ee0f075dd9b78,"Donald Trump Is Shocking, Vulgar and Right",2016-01-28 22:31:53,politico,692849778137309184,00001
2365,690295917996576768,15515169,Positive,2016-01-21 00:00:00,"Huckabee defends Trump, blasts Cruz on citizenship, gay marriage and the tithe he gives to his church. https://t.co/MpMxuf8chA",https://radio.foxnews.com/toddstarnes/podcast/donald-trump-baptists-and-ted-cruzs-tithe.html,25a8b983dd42f2cfc270714592ddb83b,"TODD STARNES: Donald Trump, Baptists and Ted Cruz&rsquo;s tithe",2016-01-21 22:57:26,fox,690295917996576768,00001
2451,698203690566430720,518663799,Neutral,2016-02-12 00:00:00,"Home Depot co-founder to back Kasich: Ken Langone, the billionaire backer of New Jersey Gov. Chris Christie's ... https://t.co/dYsdjJOYWU",http://www.cnn.com/2016/02/11/politics/john-kasich-ken-langone/index.html,fb571467dd34e393d8cce8284df01bd7,Home Depot co-founder Ken Langone to back John Kasich,2016-02-11 20:03:49,cnn,698203690566430720,00001
2503,718584704727797761,518663799,Neutral,2016-04-08 00:00:00,"Kasich's NY ad target: Cruz: As John Kasich puts his focus on newly important New York primary voters, he is a... https://t.co/aGBduTOILB",http://www.cnn.com/2016/04/07/politics/john-kasich-ads-new-york/index.html,65bbdb140507c4ba48aef081c168c192,Kasich targets Cruz in NY,2016-04-08 04:16:39,cnn,718584704727797761,00001
